candidate,party,receipts,disbursements,ind_contributors
"KRISHNAMOORTHI, S. RAJA",DEM,6411078.44,2259903.3,5381774.2
"KROSKE, MICHAEL T",REP,20909.82,20601.85,10459.82
"KRUCOFF, DAVID",IND,12344.89,12280.22,12211.84
"KRUPKIN, ALEX",OTH,4100,0,0
"KUBALA, DIRK",LIB,0,0,0
"KUDLER, ROBERT",REP,0,200000,0
"KULA, SHANNON",DEM,60,247.5,0
"KULIKOWSKI, JAIMIE",DEM,72293.23,110645.22,780
"KULKARNI, SRI PRESTON",DEM,5781704.79,5772741.67,4656755.17
"KUMAR, RISHI",DEM,777037.01,697543.46,637037.01
"KUNDRATA, FREDERICK LOUIS III",DEM,10.44,0,0
"KUNKEL, CATHERINE",DEM,649360.28,649360.28,620465.62
"KURITA, ROSALIND",DEM,0,20535.35,0
"KUSTER, ANN MCLANE",DEM,3045110.35,3055351.43,1810958.94
"KUSTOFF, DAVID",REP,1718361.51,1076429.64,1017499.01
"KUTNER, ERIC ROGER",DEM,8181.02,3959.63,8062
"KUZMICH, STEPHEN",IND,175504.46,201331.76,49175
"L'ITALIEN, BARBARA",DEM,5553.8,7334.65,1053.8
"LA RIVA, GLORIA ESTELA",PAF,43674.49,39726.03,38421.49
"LABATE, STEPHEN A",REP,0,0,0
"LABRADOR, RAUL R. HON.",REP,0,1359.44,0
"LABRIOLA, JERRY JR.",REP,0,0,0
"LACKEY, COURTNEY",REP,4718,4718,4618
"LACKIE, EARL PATRICK MR.",REP,29373.78,38181.96,77.28
"LACY, J.ROSS",REP,283799.46,283799.46,223870
"LADJEVARDIAN, SIMA JANDAGHI",DEM,3894082.83,3886672.48,3479792.98
"LAFALCE, JOHN J",DEM,23391.58,34345,0
"LAHOOD, DARIN MCKAY",REP,3260958.75,1761973.31,1127580.23
"LAIB, RICK",REP,20931.67,20064.12,17521.67
"LAJEUNESSE, ROSS",DEM,791079.29,791079.29,321800.69
"LAKE, JEANNINE LEE",DEM,150670.82,152897.64,121152.97
"LAL, AMIT",IND,5326,5200,5326
"LALLY, GRANT M",REP,0,0,0
"LALOTA, NICHOLAS JOSEPH",REP,166846.39,166846.39,142343
"LAMALFA, DOUG",REP,1243064.68,1179453.85,692128.15
"LAMB, CONOR",DEM,4116059.9,3528796.6,3348783.36
"LAMB, JONATHAN M.",REP,0,0,0
"LAMBERT, DENNIS",GRE,2877.87,1419.08,1273
"LAMBERT, DOUGLAS WESTLEY III",REP,182564.96,182564.96,20760
"LAMBERT, GARY",REP,0,0,0
"LAMBORN, DOUGLAS",REP,601762.36,390060.58,162062.36
"LAMM, DEBRA",REP,62216.58,61912.77,52857.37
"LAMONTAGNE, OVIDE MARC",REP,0,0,0
"LANCE, LEONARD",REP,11618.45,34573.92,0
"LANCIA, BOB",REP,56749.2,49076.66,29332.68
"LANCMAN, RORY",WFP,0,3750,0
"LANDING, KATHERINE DUBEAU",REP,645778.75,645778.75,278500.77
"LANDON, SHELDON (SHELLI) ELIZABETH DR ",REP,11535.23,13682.02,8834.89
"LANGEVIN, JAMES R HONORABLE",DEM,1108481.77,1428507.99,547921.94
"LANGLOIS, JOEL JOHN",REP,463311,463311,63311
"LANIER, DANYELL",DEM,42022.71,42015.27,33665.52
"LANKFORD, JAMES PAUL",REP,822043.87,541522.98,305815.22
"LANKFORD, JAMES PAUL MR.",REP,822043.87,541522.98,305815.22
"LANNI, LOU",DEM,8000,8000,0
"LAPE, BRANDON MICHAEL",LIB,3348,2712.73,1148
"LAPIERRE, MICHAEL JAMES",REP,237690.94,237690.94,39810.73
"LAPOLICE, ALAN",DEM,0,0,0
"LARIOS-ELIAS, CITLALY",REP,5130,4654.56,4050
"LAROSE, JOSUE",REP,0,0,0
"LAROSE, JOSUE",DEM,0,0,0
"LAROUCHE, LYNDON H JR",DEM,0,50,0
"LARSEN, KRISTOPHER WILLIAM DR.",DEM,0,0,0
"LARSEN, MIKE",DEM,231258.06,231258.06,218178.33
"LARSEN, RICK",DEM,1284956.04,1227913.57,407577.93
"LARSON, DANIEL RICHARD",REP,3775,2840,1075
"LARSON, JOHN B",DEM,1390151.56,1336604.38,269487.6
"LASHAR, JAMES DAVID",LIB,3204.93,120,0
"LATTA, ROBERT EDWARD",REP,1594841.86,1490979.38,592818.54
"LATURNER, JAKE",REP,1606573.31,1591626.35,832655.78
"LATURNER, JAKE",REP,510467,510467,508967
"LAUF, CATALINA",REP,355047.91,355047.91,344801.72
"LAUGHRIDGE, MATTHEW",REP,346832,346412.66,91832
"LAUTENBERG, FRANK R",DEM,0,0,0
"LAUZEN, CHRIS",REP,0,0,0
"LAW, PHILIP JOSEPH MR.",REP,78070,78963.32,27425
"LAWRENCE, BRENDA LULENAR",DEM,1087214.74,792122.01,365747.59
"LAWRENCE, JIM",REP,0,0,0
"LAWRENCE, MARY",DFL,0,499.13,0
"LAWRENCE, MICHELE",DEM,0,35.64,0
"LAWSON, ALFRED JR",DEM,884597.08,731877.75,277456.62
"LAWSON, KRISTOFER STEVEN",IND,46.99,46.99,46.99
"LEAHY, PATRICK J",DEM,418415.39,588615.68,205257.32
"LEARNED, ANDREW",DEM,52025,59284.65,46425
"LEATHERWOOD, THOMAS F III",REP,0,0,0
"LEAVENS, DREW EUGENE",DEM,0,371.44,0
"LECKEY, IHSSANE",DEM,2159987.81,2130518.07,377828.79
"LEE, ALBERT MR.",DEM,102339.88,102339.88,97907.86
"LEE, BARBARA",DEM,1888202.33,1810132.05,1346204.25
"LEE, HERBERT",DEM,500,4600,0
"LEE, HUHNKIE",REP,3096,3096,751
"LEE, KATELYN",DEM,186.97,40,126.97
"LEE, MIKE",REP,1140180.24,831284.3,923741.72
"LEE, OTTO",DEM,0,0,0
"LEE, SHEILA JACKSON",DEM,924480.02,838413.51,679581.97
"LEE, SUSIE",DEM,4797552.81,4781542.68,2841082.21
"LEEDER, VIRGINIA LOUISE",DEM,55341.13,55479,35366.92
"LEFFERT, AKIVA",DEM,1073.83,94.74,1073.83
"LEGER, TERESA",DEM,2305077.63,2143697.14,1989784.81
"LEHTOLA, SAKINAH LEE",DEM,11865.72,5690.7,11101.72
"LEIBSOHN, SETH MR.",REP,1001.15,11830,0
"LEINER, WILLIAM JR.",DEM,0,0,0
"LEITZEL, DUSTIN JOHN",DEM,0,1957.13,0
"LEMAY, ERIC N MR.",DEM,11903.5,12551.12,10903.5
"LEMELLE, MARTIN",DEM,175155.56,164107.32,170114.25
"LEMMO, ALFRED C MR.",REP,670608.35,670608.35,78456.92
"LEMMONS, SPENCER",REP,4223.4,3591.01,4223.4
"LENEGHAN, MELANIE ANN MRS.",REP,0,216.49,0
"LENZI, RAYMOND CARL DR.",DEM,162489.4,162711.58,85469.67
"LESINSKI, JOHN",DEM,328089.75,328089.75,270162
"LESKO, DEBBIE",REP,1614574.2,996781.94,950077.08
"LETLOW, LUKE JOSHUA",REP,1395022.1,1305957.25,1204872.1
"LEVARIO, MIGUEL ANTONIO MR. PHD",DEM,0,0,0
"LEVASSEUR, DEREK ALLEN",REP,8612.8,11648,8612.8
"LEVERTT, KEVIN MICHAEL",IND,0,0,0
"LEVIN, ANDY",DEM,1328806.4,919436.78,824442.96
"LEVIN, MIKE",DEM,3904057.8,2959855.97,2864880.57
"LEVIN, NAOMI",REP,2885.49,1850.49,0
"LEVIN, SANDER M MR",DEM,0,18500.41,0
"LEVINE, MARK HERBERT",DEM,0,8506.35,0
"LEVINE, RONGERLIS CAZEL",DEM,31376,31376,0
"LEVY, LAUREN ALLISON",DEM,0,0,0
"LEWELLEN, TOM MR.",C,13615,12929.84,3415
"LEWIS, BRANDON RASHAD",DEM,21714.39,12277.65,17022.92
"LEWIS, CHRIS",REP,167746.86,166737.31,122467.86
"LEWIS, JASON",REP,7091526.74,6731001.81,6793047.92
"LEWIS, JASON MARK MR.",REP,5254.74,11056.89,-60
"LEWIS, JENNIFER LYNN",DEM,0,0,0
"LEWIS, JOHN R",DEM,3853955.38,2969575.5,3320572.99
"LEYVA, MARK J",REP,16560.66,15352.99,16050.66
"LI, LINDY",DEM,0,0,0
"LIEBERMAN, MATTHEW",DEM,1536648.85,1534447.65,1509007.85
"LIEGEOIS, BEAU",DEM,4944.65,19438.45,0
"LIEU, TED",DEM,1680669.1,1601806.11,1110429.17
"LIEW, SARAH SUN",REP,103489.24,101474.55,50
"LIGON, MIKE",REP,50500,50500,500
"LIM, KENNY HON",REP,0,0,0
"LINDERMAN, HANK",DEM,93387.97,71121.97,82355.92
"LINDSTROM, DAVID ALAN",REP,731753.03,731753.03,583792.12
"LINN, MAX MR.",IND,544443.57,529556.49,332.02
"LINOS, NATALIA",DEM,460096.36,460096.36,378926.29
"LINSENMAYER, RAYMOND",DEM,0,0,0
"LIPETRI, MIKE",REP,235568.04,229120.25,197648
"LIPINSKI, DANIEL WILLIAM WILLIAM",DEM,1751438.48,2170908.37,853193.48
"LISS-RIORDAN, SHANNON MS.",DEM,3242867.09,3243035.05,231842.2
"LITTLES, MARK",REP,1000,500,0
"LITTON, TODD CATLETT",DEM,3548.51,24580.84,0
"LIVENGOOD, MARLA",REP,1000,4750,1000
"LIVERMAN, JERON",REP,9348.56,8248.36,9245
"LIVINGSTON, JUSTIN",REP,8885.29,8905.21,8885.29
"LO, SIA",REP,102678,98435.62,91718.36
"LOBIONDO, FRANK A.",REP,22230.11,62722.24,0
"LOCKWOOD, DANIEL ULYSSES",DEM,6115.75,5925.3,4632.67
"LOEBSACK, DAVID WAYNE",DEM,155214.63,775438.65,40017.63
"LOEFFLER, KELLY",REP,92213280.74,70957315.59,55679059.32
"LOFGREN, ZOE",DEM,1795701.51,1771845.87,524477.88
"LOGUE, DANIEL",REP,0,0,0
"LOMBARD, LAURA",DEM,276062.51,270287.67,269860.97
"LONDON, CATHLEEN GREENBERG DR",DEM,0,0,0
"LONDRIGAN, BETSY DIRKSEN",DEM,5358994.51,5343867.56,4300149.22
"LONEGAN, STEVEN",REP,0,0,0
"LONEGAN, STEVEN",REP,0,2771.39,0
"LONG, BILLY MR.",REP,1337163.2,1534977.2,424282.05
"LONG, CAROLYN N.",DEM,4187790.7,4199935.7,3659127.2
"LONG, CHRIS",REP,0,0,0
"LONG, WENDY",REP,0,1926.2,0
"LONGJOHN, MATT",DEM,20064.47,20585.4,0
"LOOMER, LAURA",REP,2286934.81,2256020.15,2270318.13
"LOPEZ ROMERO, BRENDA",DEM,171040.23,170376.43,149340.23
"LOPEZ, SAMELYS",DEM,418558.45,418558.46,408919.76
"LORCH, MARK WAYNE",REP,0,0,0
"LORRAINE, DEANNA",REP,263697.75,262194.71,260604.76
"LOUDERMILK, BARRY",REP,899982.15,723065.86,237036.99
"LOVE, JAY K",REP,0,0,0
"LOVE, JOHN BENARD III",DEM,31533.45,30277.6,26533.45
"LOVE, JOHN DENNIS",DEM,0,0,0
"LOVVORN, TRACY LYN",REP,26310.78,22318.6,25720.62
"LOWENTHAL, ALAN",DEM,683348.24,859602.01,186518.67
"LOWER, JAMES (JIM) AARON",REP,258510.94,258510.94,213910.94
"LOWEY, NITA M",DEM,721946.5,1369302.12,243640.09
"LOYOLA, BENITO BEN JR",REP,256328.05,256328.05,197422.19
"LOZANO, DAVID",REP,8745,7307.79,8745
"LUCAS, CONRAD G. MR. II",REP,0,65,0
"LUCAS, FRANK D.",REP,881729.37,1045125.94,129515.2
"LUCAS, RYAN",DEM,12510.06,12509.92,7651.06
"LUDWIG, YANA",DEM,47785.19,39893.1,45184.54
"LUETKEMEYER, W BLAINE",REP,2026937.9,2085423.07,426669.05
"LUJAN GRISHAM, MICHELLE",DEM,192,7880.34,0
"LUJAN, BEN R MR.",DEM,9295577.6,9596963.41,7409333.28
"LUJAN, BEN RAY",DEM,9295577.6,9596963.41,7409333.28
"LUMMIS, CYNTHIA MARIE",REP,2994791.07,3028816.31,1568639.61
"LUMMIS, CYNTHIA MARIE MRS.",REP,3003787.92,3037813.16,1573927.44
"LURIA, ELAINE",DEM,6691506.61,6556703.99,4759751.14
"LUSK, MATTHEW MR.",REP,2972.29,3034.04,50
"LUTTRELL, MARK H JR",REP,0,3000,0
"LUTZ, MARY ANN",DEM,34769.22,154520.92,270
"LYKE, KRISTINA",REP,30044.7,21145.61,30044.7
"LYLES, TAMIKA",DEM,0,2415.63,0
"LYNCH, HOLLY",DEM,568105.49,580285.97,44874.32
"LYNCH, STEPHEN",DEM,911202.1,1140250.06,394251.04
"LYNCH, WILLIAM J",DEM,0,0,0
"LYNN, ERIC",DEM,9495.52,7800,0
"LYRAS, LOUIS GEORGE",REP,122915.31,127805.19,10426.21
"LYTTON, ALVA",DEM,0,0,0
"MACARTHUR, THOMAS",REP,13242.05,40805.59,0
"MACE, NANCY",REP,5873153.58,5813666.36,5321655.85
"MACE, NANCY",REP,4543.78,30,0
"MACEK, DENNIS FRANK",DEM,27936,27936,36
"MACGOVERN, JOHN",REP,0,0,0
"MACKENZIE, MARK S",DEM,0,0,0
"MACKENZIE, RYAN EDWARD",REP,0,71.1,0
"MACKEY, JOSEPH",DEM,45152.53,43780.07,38571.7
"MACKLER, JAMES",DEM,2291057.55,2283136.82,2193346.88
"MADDEN, ALICE",DEM,346191.66,346191.66,203889.36
"MADISON DOWNS, JOHN HARRISON",REP,5806.67,5530.84,5756.67
"MADRID, MICHAEL",LIB,14330,12152.46,9270
"MADUENO, VIRGINIA",DEM,0,0,0
"MAES, DESI",REP,107557.7,107557.7,39557.7
"MAGIERA, CHRIS",REP,289895,289895,895
"MAHENDRA, SUJEET BOBBY NARENDRA",DEM,0,205.38,0
"MAHONEY, SEAN",REP,0,92.13,0
"MAHONY, JOSH",DEM,2660,2846.36,0
"MAHONY, JOSHUA MR.",DEM,372735.13,372735.13,227808.66
"MAKKI, AMANDA",REP,1314550.7,1314369.25,1156994.29
"MALEK, LUCAS TODD",REP,250,250,0
"MALGIERI, ANTHONY",NNE,1930,1958.45,1630
"MALIK, ANITA",DEM,260453.04,266206.92,259443.98
"MALINOWSKI, TOM",DEM,7494242.57,7503596.87,6284699.86
"MALKEMUS, CHARLESTON",NPA,28927.57,28635.95,1304
"MALLIOTAKIS, NICOLE",REP,3506503.67,3483560.24,3005617.2
"MALLOY, JEFFREY",DEM,0,340,0
"MALONE, BOPHA",DEM,0,0,0
"MALONEY, CAROLYN B.",DEM,3069723.16,3061751.82,1529656.57
"MALONEY, SEAN PATRICK",DEM,2607624.75,1769856.47,1785697.59
"MALOUF, DANIEL",REP,12535.99,12179.49,12535.99
"MALOUF, DANIEL",LIB,12535.99,12179.49,12535.99
"MAMMADOV, RAMIN",DEM,6433.99,7944.2,6309.62
"MANCHIN, JOE III",DEM,744354.86,575122.37,174054.59
"MANDEL, JOSH",REP,803908.01,56040.18,0
"MANDEL, JOSHUA A",REP,803908.01,56040.18,0
"MANDELBLATT, LISA",DEM,0,61737.3,0
"MANGAS MONIZ, RACHEL OLIVIA",DEM,9966.51,10794.15,4300
"MANGONE, KIM",DEM,1688876.58,1683148.6,1658389.37
"MANN, CHRISTINE EADY",DEM,387965.58,373178.47,309865.58
"MANN, TRACEY ROBERT",REP,1558492.67,1282295.54,954553.97
"MANNING, CHELSEA ELIZABETH",DEM,60,60,0
"MANNING, CHRISTOPHER",LIB,0,0,0
"MANNING, KATHY",DEM,2076278.09,1769590.44,1670081.78
"MANNING, THOMAS CLAYTON",REP,44091.13,44091.13,2375
"MANNO, ROGER",DEM,0,37154.82,0
"MANSFIELD, ERIC",DEM,258505.9,257278.6,113131
"MANTANONA, NICHOLAS BRENT",OTH,1800,0,0
"MANTANONA, NICHOLAS MR",IND,2150,0,0
"MANTANONA, NICHOLAS MR",IND,2150,0,0
"MAPP, CHRIS",REP,0,0,0
"MAPP, CHRISTOPHER KEVIN",REP,0,0,0
"MARCHAND, STEVE",DEM,0,0,0
"MARCHANT, JIM",REP,1594081.93,1550714.52,1260158.4
"MARCHANT, KENNY E MR.",REP,809351.41,817406.44,82500
"MARGOLIES-MEZVINSKY, MARJORIE",DEM,0,361.89,0
"MARINO, LOUIS GREGORY",REP,0,0,0
"MARINO, THOMAS ANTHONY",REP,2633.66,80530.31,0
"MARK-VIVERITO, MELISSA",DEM,390930.29,368871.99,299879.29
"MARKEY, EDWARD J. SEN.",DEM,11823465.97,12971097.07,9805523.36
"MARKS, ELLEN L.",DEM,366445.75,364210.57,203528.55
"MARQUEZ PETERSON, LEA",REP,6056.05,15270.33,0
"MARSHALL, ROBERT",DEM,75030,43630,0
"MARSHALL, ROBERT",REP,75030,43630,0
"MARSHALL, ROBERT G",REP,0,23652.51,0
"MARSHALL, ROBERT G",REP,9000,12590.93,0
"MARSHALL, ROGER W",REP,6761143.55,7159470.55,4479222.33
"MARSHALL, ROGER W",REP,6772872.34,7171199.34,4487242.1
"MARSICANO, MICHAEL",REP,352257.77,352257.77,0
"MARSICANO, MICHAEL PAUL",DEM,0,0,0
"MARSILI, THOMASINA",DEM,68734.44,68480.01,60596.64
"MARSTON, REGINA L MRS",DEM,22658.08,15676.04,16158.08
"MARTER, JAMES THOMAS",REP,71165.39,71512.88,43462.4
"MARTER, JAMES THOMAS",REP,460.75,479.7,0
"MARTIN, BARRINGTON DEON MR II",DEM,16522.42,16516.61,16522.42
"MARTIN, BRANDON RAY",REP,387348.15,387527.04,381279.68
"MARTIN, BRANDON RAY",REP,387348.15,387527.04,381279.68
"MARTIN, HENRY",DEM,29641.61,31261.21,28864.61
"MARTINEK, WILLIAM CHARLES",REP,19280,19280,19280
"MARTINEZ, DAMON P",DEM,145.41,1042.3,0
"MARTINEZ, ELISA",REP,514382.67,511773.82,507442.04
"MARTINEZ, JULIAN ANTONIO",REP,18160,18160,7210
"MARTY MAY, ELIZABETH",REP,63028.71,63028.71,53024.23
"MARTZ, EMILY",DEM,0,66.7,0
"MARVIN, LARRY",DEM,19356.25,13729.79,100
"MARX, WILLIAM A MR. III",DEM,60402.94,45959.25,52652.94
"MARYOTT, BRIAN L MR",REP,3446386.04,3444349.84,1776144.69
"MASON DO (RET), DR. JOHN CHRISTIPHER",DEM,0,0,0
"MASON, JOHN",DFL,111679.79,111365.81,11679.79
"MASON, MIA",DEM,2524.03,0,2524.03
"MASON, RAZ",DEM,5775,6942.59,2775
"MASSA, ERIC JJ",DEM,0,805,0
"MASSENGALE, JEREMY MR.",REP,0,0,0
"MASSIE, THOMAS H.",REP,1464744.63,1570704.21,1247755.81
"MAST, BRIAN",REP,6196669.33,5369799.76,4879944.84
"MASTERMAN-SMITH, MIKE",DEM,0,0,0
"MASTRIANNI, DAVID",DEM,0,491.45,0
"MATEMU, JAPHETH",LIB,624.89,54.4,624.89
"MATERN, MATTHEW",REP,1027067.96,1027067.96,54465.65
"MATHENY, JUDD",REP,0,0,0
"MATHESON, JAMES DAVID",DEM,2370.28,6687.56,0
"MATHEWS, DANIEL MR",REP,17075,16965.19,2525
"MATHEWS, PETER",DEM,34851.24,17596.01,7429.56
"MATHIS, NATHAN",DEM,12230,12230,12230
"MATHYS, CHRIS",REP,316132,316032,17432
"MATIAS, JUANA",DEM,0,0,0
"MATLOCK, BRIAN",REP,21738.08,20411.98,15849
"MATLOCK, JAMES LLOYD",REP,0,0,0
"MATORY, LIZ",REP,13107.54,14269.34,12969.75
"MATORY, LIZ",REP,13107.54,14269.34,12969.75
"MATORY, LIZ",REP,13107.54,14269.34,12969.75
"MATSUI, DORIS",DEM,1023901.06,1077824.78,274810.41
"MATSUNAGA, MATTHEW",DEM,0,0,0
"MATTA, TATIANA",DEM,6405.7,16084.98,0
"MATTHEW, ABRAHAM THOMAS",DEM,84015.14,70355.69,34860
"MATTHEW, NICK",DEM,6283,4318.96,6283
"MAURO, D.J.",UNK,24287.3,52512.37,0
"MAURO, EDDIE J",DEM,5067232.85,5063937.7,296873.24
"MAURO, EDDIE J.",DEM,24287.3,52512.37,0
"MAVIS, NEIL J MR.",REP,15241.28,12837.96,7129.01
"MAY, DONALD ROBERT LEE",REP,0,103.33,0
"MAYBERRY, MATT",REP,197506.78,197506.78,190906.78
"MAYNARD, JACKSON",REP,68702.77,68149.96,62484
"MAZESKI, KELLY",DEM,200,764.49,0
"MAZO, EUGENE D.",DEM,41724.45,31268.51,41595
"MAZZUCHELLI, EDWARD JAMES",IND,5625,4965.67,5625
"MCADAMS, BEN",DEM,5638024.49,5580074.1,4110567.14
"MCADAMS, RYAN A. MR.",REP,1500,1958.38,500
"MCALLISTER, VANCE MICHAEL",REP,48,1129.02,0
"MCARDLE SCHULMAN, MAUREEN B MRS",REP,54731.96,60083.7,41815.28
"MCBATH, LUCIA KAY MS.",DEM,8678503.63,8757258.96,7026782.75
"MCBRIDE, WILLIAM",REP,0,0,0
"MCCAFFITY, SEAN J",DEM,520727.52,520567.35,513900.02
"MCCALL, BRIAN MATTHEW",REP,32,688,0
"MCCALL, JOSHUA BRAXTON",DEM,30,3628.43,30
"MCCALLUM, JOHN",REP,0,0,0
"MCCANN, JOHN JOSEPH MR. JR.",REP,227678.37,224415.48,112762.34
"MCCARTER, KYLE",REP,0,0,0
"MCCARTHY, DANIEL",REP,607745.1,607665.36,90923.37
"MCCARTHY, KEVIN",REP,28663630.1,25148569.55,21253771.14
"MCCAUL, MICHAEL",REP,3873477.95,3927931.12,1425674.52
"MCCAULEY, GREGORY MICHAEL",REP,0,55372.48,0
"MCCLAIN, LISA",REP,2485337.08,2437181.42,494586.48
"MCCLELLAND, ERIN",DEM,750,750,150
"MCCLENDON, MARTIN V.",REP,55374,50833.9,50024
"MCCLINTOCK, THOMAS",REP,2076411.14,2130296.45,1653373.48
"MCCLURE, JESSICA",DEM,0,0,0
"MCCOLLUM, BETTY",DFL,1178717.48,1001041.41,586023.32
"MCCONNELL, MITCH",REP,68094902.86,64878657.61,59868152.25
"MCCORKLE, ISAAC IAN",DEM,380436.73,227963.78,365951.43
"MCCORMICK, KAREN A DVM",DEM,0,23199.91,0
"MCCORMICK, RICHARD DEAN DR.",REP,2714679.62,2681727.04,1681964.35
"MCCOTTER, THADDEUS G",REP,0,1230.2,0
"MCCRACKEN, TRICIA",DEM,10470,10470,0
"MCCRAY, VALERIE LIN DR.",IND,14936,16355.61,3016
"MCCREADY, DANIEL",DEM,7812597.19,8027339.81,6781658.29
"MCCUTCHEON, SHAUN",LIB,65905.42,65905.42,0
"MCDANIEL, CHRISTOPHER BRIAN",REP,1165.96,9009.95,1165.96
"MCDERMOTT, THOMAS M JR",DEM,652759.35,652542.42,549259.35
"MCDONALD TRANI, ANNETTE",DEM,3220,3220,410
"MCDOWELL, JAN",DEM,82636.53,95956.87,81651.99
"MCEACHERN, DEAGLAN",DEM,0,271.58,0
"MCEACHIN, ASTON DONALD",DEM,986394.45,988770.9,325940.51
"MCFARLAND, JAY",REP,174062.58,173704.14,166844.59
"MCFARLIN, JEFF",REP,93360.78,93360.78,90298
"MCGINN, RANDI",DEM,214888,0,213888
"MCGINTY, KATHLEEN ALANA",DEM,46635.08,71598.62,0
"MCGLOWAN, ANGELA",REP,0,1482.2,0
"MCGOVERN, JAMES P. MR.",DEM,1056341.59,1093204.78,653469.47
"MCGRATH, AMY",DEM,8778.97,276027.42,0
"MCGRATH, AMY",DEM,96331682.31,92942100.01,94005836.84
"MCGUIGAN, JOHN DAVID",DEM,112290.47,4513.86,11880.04
"MCGUIRE, JOHN J. MR. III",REP,763934.38,763934.38,761981.17
"MCHENRY, PATRICK TIMOTHY",REP,2792231.87,2351361.46,488868.22
"MCHUGH, JOHN H",IND,6165.15,4409.8,6165.15
"MCINNIS, CHARLETA",DEM,20262.39,17449.55,1622
"MCINTOSH, ELIJAH",DEM,0,25.14,0
"MCKELLAR, SHIRLEY JONETTA  DR",DEM,0,0,0
"MCKENNON, KERRY DOUGLAS",LIB,12707.43,15279.43,12706.43
"MCKEON, HOWARD P ""BUCK""",REP,9200,54400,0
"MCKINLEY, DAVID B. MR.",REP,1094784.26,1088038.52,307482.25
"MCKINLEY, DOUGLAS E. JR.",DEM,61816.45,58325.87,51272.96
"MCLEAY, BARTHOLOMEW L",REP,10617,12421,0
"MCLENDON, FLOYD JR.",REP,843709.55,793628.29,824646.42
"MCLEOD-SKINNER, JAMIE",DEM,14727,21437.86,10197
"MCLEOD, DANIEL WRIGHT",REP,41.46,41.46,0
"MCLEOD, ELIZABETH D",IND,9777.16,9777.16,450
"MCLINKO, DOUG",REP,100,3027.39,100
"MCMORRIS RODGERS, CATHY",REP,4419970.26,3503094.11,2280936.05
"MCMULLEN, JOHN A",REP,0,0,0
"MCMULLIN, EVAN / MINDY FINN",IND,0,3175.9,0
"MCMURRAY, NATHAN",DEM,1146889,1135150.12,1065374.72
"MCMURTRY, TODD",REP,382914.55,382914.55,203136.96
"MCNEIL, ANA",DEM,34.16,816,0
"MCNEILL, THOMAS G.",OTH,5704.58,5704.58,2495
"MCNEILL, THOMAS G.",OTH,5704.58,5704.58,2495
"MCNERNEY, GERALD MARK",DEM,1193511.31,1128095.71,702535.03
"MCQUEEN, ELDON DAN",REP,0,0,0
"MCQUILKEN, ANGUS",DEM,123669.4,123669.4,123669.4
"MCREYNOLDS, LAURIE GODFREY",REP,18145,18145,45
"MCSALLY, MARTHA",REP,0,66813.25,0
"MCSALLY, MARTHA",REP,73553299.4,74361789.18,68221120.11
"MCSWEENEY, DAVID",REP,23,23,23
"MEDEIROS, JOHN MANIMAS MR.",W,6104,6105,0
"MEEHAN, ANDREW",REP,61740.39,59049.92,57313.12
"MEEHAN, PATRICK L. MR",REP,600000,0,0
"MEEHAN, RYAN",REP,45677.14,45677.14,44677.14
"MEEKS, GREGORY W.",DEM,2126017.21,1495899.66,484552.18
"MEHTA, RIKIN",REP,586707.1,586154.09,259707.1
"MEIJER, PETER MR.",REP,3501196.66,3412997.79,1579074.65
"MEISSNER, STUART",REP,316535,316460,16535
"MEJIA, KENNETH",GRE,0,25309.91,0
"MELSON, BOYD",DEM,0,0,0
"MELTON-MEAUX, ANTONE",DFL,4674696.83,4650989.07,4535221.83
"MELTON, JESSICA MS.",REP,216124.07,216124.07,209180.92
"MELTON, RIXI",DEM,0,1650,0
"MELUSKEY, ALEXANDER",REP,1022.88,2202.86,422.88
"MENDELSON, RICHARD",REP,5689,2583.28,5689
"MENDIOLEA, PABLO",DEM,1003,2454.58,1003
"MENDOZA, SANDRA",DEM,840.12,845.5,640.12
"MENEFEE, JON MARK MR",REP,31762.46,29781.93,16125.16
"MENENDEZ, ROBERT",DEM,1675545.51,592941.15,1199853.22
"MENG, GRACE",DEM,1296240.64,1876468.17,799247.81
"MENSING, DALE KENNETH",REP,5959.5,2235.73,400
"MERCER, LEE L JR",DEM,640000000,640000000,512000000
"MERK, GREGORY CHARLES",REP,20046.08,20640,6606.08
"MERKLEY, JEFFREY ALAN",DEM,6410830.47,4288037.97,5585245.96
"MERMELL, JESSE",DEM,1238828.14,1228573.76,1187498.91
"MERRICK, JAKE A",REP,8564.85,8564.85,8564.85
"MERRILL, JOHN H",REP,928497.69,630967.35,665729.2
"MERRITT, DANIEL",REP,104618.73,104529.03,70040.49
"MESPLAY, KENT PHILIP",GRE,40,40,0
"MESSAM, WAYNE MARTIN",DEM,126917.87,126917.87,124317.87
"MESSER, ALLEN LUCAS",REP,0,2159.75,0
"MESSER, ALLEN LUCAS",REP,0,2159.75,0
"MESSMER, MINDI",DEM,4615.38,10575.19,4615.38
"MESSNER, BRYANT 'CORKY' S.",REP,7150052.78,7091752.65,1011801.8
"METHVIN, MIMI",DEM,1640.96,14382.39,100
"METZGER, DEANNA",REP,24030,24030,1030
"MEUSER, DANIEL",REP,1073555.31,945604.02,508182.5
"MEYER, LAWRENCE DOUG NORVILLE DOUGLAS ",REP,21652.36,18028.02,5310.2
"MEYYUR, CHRIS P MR",REP,1352,352,0
