candidate,party,receipts,disbursements,ind_contributors
"DUBBERLY, SHANNON MICHAEL",REP,117077.62,117077.62,72026.82
"DUCK, ANDREW JAMES",DEM,57330.37,57330.37,15205.93
"DUCKWORTH, L TAMMY",DEM,2250456.91,1250015.93,1809155.17
"DUENAS, ANGELICA",GRE,7468.4,7482.58,6886.85
"DUERR, JAMES MATTHEW",REP,33258.3,65154.8,12147
"DUFFY, SEAN",REP,3650628.45,2837983.83,1881765.35
"DUGDALE, SEAN",DEM,434,434,434
"DUKE, DAVID E DR",REP,158,49521,158
"DUKE, GREGORY PAUL",REP,0,879.4,0
"DUNAWAY, KELLIN LYNN",DEM,59944.31,59944.31,59844.31
"DUNBAR, CYNTHIA",REP,141496.62,141183.24,89219.31
"DUNCAN, DENNIS DEAN",DEM,7521.15,3790.37,4536.72
"DUNCAN, JAMES",REP,0,35254.14,0
"DUNCAN, JEFFREY D MR.",REP,893731.52,714380.38,359696.7
"DUNCAN, JOHN J REP. JR.",REP,146053.26,408983.11,18700
"DUNCAN, JOHN WESLEY",DEM,34500.18,34534.24,26775.8
"DUNHAM, GREGORY PAUL",REP,10975,10975,880
"DUNKLEY, JONATHAN",DEM,34466.05,34298.21,24466.05
"DUNN, AUBREY",LIB,31226,26136,3226
"DUNN, JOSEPH",DEM,15000,-450,15000
"DUNN, LLOYD 1981",IND,327,0,0
"DUNN, MORGAN",REP,124010,124010,50910
"DUNN, NEAL PATRICK MD, FACS",REP,1371506.87,998275.67,837162.25
"DUPONT, RICHARD",REP,139031.46,138585.72,60431.46
"DURBIN, RICHARD J",DEM,2061580.72,867319.4,1325039.88
"DUTERTE, EDWIN",REP,18509.76,18509.76,16935
"EARL, ANGELICA",DEM,2802,3671,2650
"EASTMAN, KARA",DEM,2632721.91,2549874.69,2096387.93
"EATON, J JACKSON",DEM,0,1425,0
"EBEL, JONATHAN HANS",DEM,285338.87,285678.87,281435.06
"EBLE, JULIA ELLEN 6105589771",DEM,10313,10313,313
"EDEN, MADELINE KATHERINE",DEM,2995,25,2970
"EDWARDS, ADRIENNE",DEM,0,500,0
"EDWARDS, CHRISTOPHER",REP,0,0,0
"EDWARDS, DEJUAN",REP,2000,2000,0
"EDWARDS, DONNA FERN",DEM,0,1501,0
"EDWARDS, EDDIE",REP,1268155.42,1217271.65,1094637.81
"EDWARDS, GREG",DEM,451974.56,426514.21,435941.35
"EDWARDS, HAROLD JAMES III",DEM,3198.52,3020.32,3198.52
"EDWARDS, JOHN",DEM,0,0,0
"EDWARDS, ROGER",REP,20067.88,20067.88,4797.88
"EGGMAN, MICHAEL RAY",DEM,346820.52,398230.02,279896.29
"EHR, PHILLIP CHARLES",DEM,162117.07,160694.99,82359.45
"EHRLICH, JESSICA D",DEM,0,2106.45,0
"EICHELBERGER, JOHN H. JR.",REP,195405.06,194255.06,134548.56
"EICHHOLZ, RICH",DEM,196556.31,196556.31,89183
"EISEN, MICHAEL DR",IND,5552,690,5552
"ELBINGER, LEWIS",GRE,16403.37,16403.37,3070
"ELDER, PATRICK J.",GRE,10452,10452,9368
"ELDRIDGE, SEAN",DEM,0,42384.04,0
"ELIASON, ERIC R",UNI,257503,253310.23,54503
"ELLESON, JOHN D",REP,74669.83,74669.83,3542
"ELLIOTT, CLAIRE ELISABETH",IND,0,0,0
"ELLIS, KATHRYN GAIL",DEM,194234.15,191275.16,159979.21
"ELLISON, ALLEN L",DEM,3469.33,4189.53,3469.33
"ELLISON, BRIAN JAMES",LIB,8023,5153,4150
"ELLISON, GREGORY W LT COL",REP,1250,1543.95,0
"ELLISON, KEITH MAURICE",DEM,2604026.74,3086807,2241703.04
"ELLMERS, RENEE JACISIN",REP,0,1494.77,0
"ELLYSON, DANIEL",REP,1226.6,609.09,1226.6
"ELLZEY, JOHN KEVIN",REP,335108.72,335108.72,266536.36
"ELSASSER, KURT MARTIN MR II",REP,4407,44079.91,4407
"EMERT, JASON",REP,487156.68,487156.68,93675.44
"EMIG, ZACH",DEM,49985.9,49985.9,6890.89
"EMKEN, ELIZABETH",REP,0,0,0
"EMMER, THOMAS EARL JR.",REP,2216246.71,2171625.58,820561.54
"ENDERLIN, CHARLES JOSEPH JR.",DEM,55647.13,55647.13,50339.88
"ENDRISS, DONALD",UNK,7617.55,7617.55,0
"ENGEBRETSON, MARGARET RUTH",DEM,131261.75,127704.88,110873.75
"ENGEL, ELIOT L.",DEM,1560770.35,2065197.87,1077476.64
"ENGLISH, PHILIP S.",REP,0,0,0
"ENOCH, VANESSA L. DR.",DEM,64238.3,52184.14,60283.1
"ENSTAD, CHAD LEE",IDP,818.18,1362.35,318.18
"ENZI, MICHAEL B",REP,232162.96,332047.38,36885
"EPLEY, JAMES",REP,101965,91366.61,31435
"EPSTEIN, DANIEL JACOB",DEM,39874.58,39563.76,33656.47
"EPSTEIN, LENA ROSE",REP,2723098.57,2675140.12,1340529.05
"EPSTEIN, LENA ROSE",REP,2723098.57,2675140.12,1340529.05
"ERDMANN, JEFF",DEM,162164.7,162164.7,145922.71
"ERICKSON, MATTHEW D",REP,0,0,0
"ERNST, JONI K",REP,1765599.36,843336.08,744712.76
"ERVIN, VALERIE",DEM,0,3000,0
"ESCOBAR, VERONICA",DEM,1445479.43,1208479.57,937652.68
"ESHOO, ANNA G",DEM,1456223.86,1361644.46,876222.38
"ESPAILLAT, ADRIANO",DEM,826376.43,592948.43,447742.37
"ESPINOZA, BRIAN ANTHONY MR.",LIB,0,0,0
"ESPINOZA, MARIA L",REP,0,0,0
"ESPY, MICHAEL",DEM,7488521.96,7194351.26,6412012.12
"ESTES, RON",REP,1850089.59,1579545.63,974261.41
"ESTES, RON M.",REP,4578,2812,0
"ESTY, ELIZABETH",DEM,1508602.91,1377420.32,893417.29
"ETHERIDGE, BOB",DEM,0,39393.03,0
"EVANS, DWIGHT",DEM,1124860.75,1139134.89,696933.25
"EVANS, HUGH D MR JR",DEM,2626.54,5922.8,2626.54
"EVANS, JERMAINE",REP,1250,1250,0
"EVANS, JIM",REP,7006.89,7006.89,506.89
"EVERHARD, JANET",DEM,57777.75,54766.6,29205.37
"EVERS, GREG",REP,1260.6,0,0
"EWERT, BRIAN",DEM,220822.38,213516.28,141993.73
"EWING, THOMAS W",REP,0,3372,0
"FAAS, SOURAYA",REP,10645,10645,1345
"FADDIS, CHARLES",REP,0,199,0
"FADDIS, CHARLES S",REP,188567,188567,107217
"FAGAN, LINSEY",DEM,176157.24,106139.87,170984.06
"FAGG, RUSSELL C",REP,1189552.94,1189554.91,1069123
"FANDL, JEFF",DEM,19863.68,26744.45,63.68
"FAPARUSI, YOMI DR. SR.",REP,0,0,0
"FARAHI, HERMON",DEM,38441.72,38441.72,33441.72
"FARBER, RYAN ANDREW",DEM,12559,12222,1057
"FAREED, JUSTIN",REP,1459656.01,1513003.06,1270095.92
"FARENTHOLD, RANDOLPH BLAKE",REP,464549.74,501464.28,269598.07
"FARIS, STEPHEN I MR",NA,8049,8049,1442
"FARLEY, CHELE CHIAVACCI",REP,1400439.99,1385100.68,1126578.28
"FARR, SAM",DEM,0,28592.84,0
"FASO, JOHN J. MR.",REP,3983152.54,3909694.97,2278178.53
"FAULKNER , MICHEL",REP,0,0,0
"FAWELL, WILLIAM W",REP,33267,30126,3922
"FAYARD, CATHRYN CAROLINE",DEM,4100,6794,0
"FEEHAN, DANIEL",DFL,4177224.93,4173703.49,2992042.23
"FEIGL-DING, ERIC",DEM,306032.78,306032.78,208590.72
"FEINER, PAUL J",DEM,12,0,0
"FEINSTEIN, DIANNE",DEM,18618681.59,20950688.68,5142725.39
"FELDER, CASSIE ERIN",REP,0,37.6,0
"FENENBOCK, DORI",DEM,1053359.08,1053359.08,636556.08
"FENTY, SHION",REP,15809.81,15809.81,13110.03
"FERGUSON, ANDERSON DREW IV",REP,1259003.78,1186339.75,531031
"FERGUSON, JENNIFER GIGI",DEM,18690,14302,8730
"FERGUSON, JENNIFER MRS",IND,37881,31828,17961
"FERRARA, STEVE MD",REP,1565927.76,1565927.76,1193601.1
"FERRER RIOS, HECTOR",DEM,1535.88,1708.81,0
"FERRER, GABRIEL",REP,31929.53,34690.25,1500
"FERSHEE, KENDRA JEAN HUARD",DEM,274572.78,276609.14,246661.68
"FETTERMAN, JOHN KART",DEM,0,0,0
"FEW, SHERI LOU MRS.",REP,76560.27,92635.27,64971.44
"FICKER, ROBIN K A",REP,0,0,0
"FIEGEN, THOMAS L",DEM,847,1099,0
"FIELD, BETTY ANN",DEM,15387,8578,8870
"FIELD, JOHN",REP,100,0,0
"FIELDS, VERNON JAMES",REP,29167.86,19231.92,2450
"FIENNING, TED",REP,58171,58171,58171
"FINCHER, CHAD",REP,0,0,0
"FINCHER, STEPHEN",REP,1536681.7,2183069.86,1402505
"FINCHER, STEVE MR.",REP,1536681.7,2183069.86,1402505
"FINKENAUER, ABBY",DEM,4601774.98,4572791.56,3631922.82
"FIOCCHI, SMAUEL",REP,68129.02,68129.02,11995.57
"FIORE, MICHELE",REP,455,3571.99,455
"FIORINA, CARLY",REP,23.08,799610.52,0
"FISCHER, BRUCE DR.",DEM,43903.02,24973.73,2520
"FISCHER, DEBRA S",REP,4508637.55,5015890.38,2294909.33
"FISCHER, GREGORY EDWARD",DEM,0,0,0
"FISHER, JASON E",DEM,47769,47769,10573
"FISHER, WILLIAM CARL",DEM,95128.16,82777.45,81672.4
"FITZGERALD, JEFF",REP,0,0,0
"FITZGERALD, STEPHEN EDWARD",REP,493480.4,470455.4,154594.14
"FITZHERBERT, BRIAN THOMAS",REP,16980.57,16980.57,5575
"FITZPATRICK, BRIAN",REP,3445059.67,3474194.32,1485442.64
"FITZPATRICK, MICHAEL G.",REP,631.87,140759.5,0
"FLACCAVENTO, ANTHONY JUDE MR",DEM,1061573.92,1061769.88,1024074.74
"FLAKE, JEFF",REP,4147037.08,3605282.91,2420191
"FLAKE, JEFF MR.",REP,4147037.08,3605282.91,2420191
"FLANAGAN, JACK",REP,23325.13,22642.61,22681
"FLANAGAN, PATRICIA",IND,10025,8436,10025
"FLANAGAN, PEGGY",DFL,12149,12149,12104
"FLANDERS, ROBERT MR",REP,1211499.82,1211223.22,958249.82
"FLEENOR, JESSEE CARLTON",DEM,23208.47,21056.47,21963.58
"FLEISCHMANN, CHARLES J",REP,1262508.05,601495.93,706264
"FLEMING, JOHN C JR",REP,10533,14562.62,3702
"FLEMMING, STANLEY L K",REP,0,0,0
"FLETCHER, ELIZABETH",DEM,6226876.79,6184824.71,5302899.87
"FLINN, GEORGE S DR JR",REP,3109850,3121453.83,4850
"FLIPPO, RONNIE GENE",DEM,-7933,183930,0
"FLORES, BILL",REP,1383574.93,1357282.32,353588.86
"FLORES, LUCY",DEM,1000,1000,1000
"FLORES, MANUEL",DEM,0,0,0
"FLORES, SOL",DEM,341189.07,328979.64,323939.07
"FLORES, YOLIE",DEM,168602.88,241580.87,164347.5
"FLOWERS, MARGARET",GRE,167,503,167
"FLYNN, BRIAN",DEM,1757503.37,1754001.82,808752.74
"FLYNN, SEAN",REP,1363972.31,1399111.11,429890.9
"FOGARTY, PATRICK",DEM,169040,169040,7040
"FOLEY, MARK A",REP,176085.36,277823.39,0
"FOLEY, THOMAS S",DEM,3068.8,6013.67,0
"FONTAINE, BERNARD ARTHUR",REP,0,0,0
"FOOTLIK, JAY K",DEM,0,36,0
"FORBES, J. RANDY",REP,16,35.26,0
"FORD, KIM R.",DEM,132152.79,132152.79,131752.73
"FORDE, BRIAN",DEM,1701475.61,1473652.99,1674530.55
"FORLINI, ANTHONY G.",REP,20,0,0
"FORTENBERRY, JEFFREY L. HONORABLE",REP,768884.33,651911.56,369312.76
"FOSTER, G. WILLIAM (BILL)",DEM,2658954.14,1767981.86,1685200.4
"FOSTER, STEVEN",DEM,12736,8086,4795
"FOX, CHERUNDA LYNN",IND,1355,1355,124
"FOX, RICHARD B",REP,0,2053.4,0
"FOXX, VIRGINIA ANN",REP,2355772.98,2355935.62,1301396.98
"FRAME, SEAN COLIN",DEM,7560,5627,7560
"FRANCIS, JIM",DEM,74822.91,66368.91,51568
"FRANCO, RICARDO JOSE",DEM,51123.99,49008.28,44863.53
"FRANCOIS, VENNIA V.",REP,46768.77,40107.93,46768.77
"FRANK, ALEXIS",DEM,66498.27,60686.91,66477.82
"FRANKEL, LOIS J.",DEM,983333.91,828325.62,494602.44
"FRANKEN, AL",DEM,3695955.78,2379143.57,3352020.29
"FRANKLIN, GEORGE",DEM,843741.2,843741.2,697611.42
"FRANKS, TRENT",REP,139709.55,147159.52,44815
"FRASER, DIANE FINDLAY",DEM,29675,8286.1,15175
"FRASER, WILLIAM E",IND,17598.59,18354.59,0
"FRAYER, DONALD ROBERT",REP,457.25,517.93,0
"FRAZIER, RYAN LAVAR",REP,0,36,0
"FREEMAN, APRIL JUNE",DEM,28265.57,4283.15,22705.57
"FREEMAN, MARK BENJAMIN",REP,404299.41,406097.05,10600
"FREILICH, DANIEL",DEM,62318.38,60576.29,59982.88
"FREILICH, DANIEL ADAM",DEM,62318.38,60576.29,59982.88
"FREITAS, NICHOLAS JASON",REP,605406.27,605405.96,579047
"FRELINGHUYSEN, RODNEY P.",REP,1535699.03,1576971.86,589456.16
"FRENETTE, KYLE",DEM,350391.91,350391.91,236665.52
"FRERICK, AUSTIN RONALD",DEM,55240.1,55240.1,54453.74
"FRICK, C. WILLIAM",DEM,251593.54,251593.54,214560
"FRIDAY, STEVEN",DEM,51907.96,51907.96,27988.17
"FRIEDENBERG, MARC",DEM,156485.31,90405.56,152590.6
"FRIEDMAN, ALISON",DEM,2500134.18,2499097.08,1401253.64
"FUDGE, MARCIA L",DEM,771138.63,616076.41,153215
"FUEHR, BOB",REP,0,0,0
"FUENTES-PADILLA, CHRISTOPHER ROBBIN MR.",LIB,20,20,20
"FUENTES, TALIA",DEM,44664.14,43867.05,44664.14
"FUHRMAN, SCOTT",DEM,121324.86,173477.55,20787.42
"FUKUMOTO, BETH",DEM,86895.26,85979.43,82625.26
"FULCHER, RUSS",REP,917403.58,881601.3,625104.7
"FULFORD, JONATHAN STEVEN",DEM,179073.97,178460.14,179073.97
"FULLER, REV VERONICA RONNIE",IND,749,549,232
"FULLER, VIRGINIA",REP,40564,40413,7667
"FUNICIELLO, MATTHEW J",GRE,0,0,0
"FURAY, GUY V MR.",AMP,70929.64,71087.44,14300
"GABBARD, JOHN",REP,58583.46,58583.46,55786.46
"GABBARD, TULSI",DEM,1421020.43,1452102.58,1383619.18
"GABLE, JEREMY JOSEPH MR.",NPA,0,0,0
"GAETZ, MATT",REP,1347177.67,1264156.93,1007246.17
"GAITHER, KEVIN",DEM,53605.89,53529.79,43647.64
"GALBRAITH, ALLISON MS.",DEM,110517.66,110197.68,110065.66
"GALBRAITH, JOHN MICHAEL",DEM,212609.78,211954.48,199993.38
"GALDO, JOSEPH F",GRE,0,0,0
"GALE, NEAL",GRE,882,866,727
"GALLAGHER, MICHAEL",DEM,0,467.59,0
"GALLAGHER, MICHAEL JOHN",REP,2848317.99,2101885.94,1918669.94
"GALLAHER, SCOT B.",DEM,0,236.5,0
"GALLANT, RICK",DEM,44269.72,30512.84,20527.74
"GALLARDO, STEVE M",DEM,20,0,0
"GALLEGLY, ELTON",REP,3090.16,141255.6,0
"GALLEGO, PETE",DEM,3299.71,3554.25,2315
"GALLEGO, RUBEN",DEM,1029052.74,953135.67,469702.16
"GALLEGOS, ALEXANDER",REP,82935.59,82935.59,67815
"GALLO, LOUIS EDWARD",IND,0,0,0
"GALLOWAY, G.G.",REP,0,602.1,0
"GALVIN, ALYSE",IND,1949643.68,1943398.59,1809591.38
"GANZER, CALEB",DEM,0,0,0
"GARAMENDI, JOHN",DEM,1120045.28,839434.81,402130.88
"GARBETT, JAN",UNK,379575,298034.36,73877
"GARCIA-URESTE, ALIA",REP,165,0.45,160
"GARCIA, ADRIAN",DEM,17000,3235.72,17000
"GARCIA, ENRIQUE MR.",DEM,108220.79,108245.79,17024.41
"GARCIA, JESUS",DEM,873126.05,858055.59,512010.02
"GARCIA, JOE",DEM,0,1708.16,0
"GARCIA, LORENA LORENA FOR",DEM,6952,3521.72,6852
"GARCIA, RAMON HYRON MR",DEM,0,4160,0
"GARCIA, RAUL",DEM,0,0,0
"GARCIA, ROEL",DEM,58407.4,56410.42,30456.71
"GARCIA, SYLVIA R",DEM,1249436.99,1062440.62,587892.89
"GARDNER, CORY",REP,1925424.27,318089.62,635574.27
"GARDNER, CORY",REP,1925424.27,318089.62,635574.27
"GARDNER, JONAH",DEM,214.16,214.16,214.16
"GARLAND, JAMES JERONE",DEM,0,1201,0
"GARRETT, JANET PATRICIA MRS.",DEM,700139.29,702882.25,676418.06
"GARRETT, THOMAS ALEXANDER MR. JR.",REP,551418.21,560696.65,250077.73
"GARROD, EPONINE ELIZABETH",DEM,3483.36,3453.17,1182.66
"GARZA, MAURO EVERETT MR.",REP,148455.7,119462.78,2700
"GARZA, RAMIRO JR",DEM,0,0,0
"GASKINS, SAMUEL LEWIS",DEM,4103,500,750
"GASPAR, KRISTIN",REP,393401.99,383777.59,370604
"GASPER, THERESA",DEM,1209688.24,1193083.52,995282.01
"GASQUE, DOROTHY",DEM,88996.73,45068.63,85312.09
"GAYOT, LUTCHI",REP,3875,3609.13,475
"GAZALA, SARAH",REP,22200,21385,1095
"GEARHEART, MARTY",REP,119028.56,119029.56,53513.17
"GEISSINGER, GLENN A",REP,0,110,0
"GENTILE, DOMINIC",REP,23706,23706,6601
"GEORGE, GARY R.",DEM,13050,13052,1200
"GEORGE, JEFF",NPA,0,0,0
"GEORGE, JOHN",DEM,13995,7632.19,12995
"GEPPERT, KATY",DEM,34138.21,34234.48,20010.12
"GEREN, MARY SMITH",DEM,306278.41,308127.66,274964.16
"GERLACH, JIM",REP,7881.98,98815.64,0
"GERMANSON, LARRY RAYMOND",DEM,2335,2036,1335
"GERSHON, PERRY",DEM,5075781.84,5075628.25,2598950.66
"GERSON, DAVID ADAM",REP,0,131.93,0
"GHEE, ANTONY",REP,110605.19,110605.19,92508.04
"GHORBANI, SHIREEN SARAH",DEM,460608.81,442738.79,450540.56
"GIANFORTE, GREG",REP,9831182.04,9800102.35,6458278.94
"GIBBONS, MICHAEL",REP,3343485.38,3343363.45,624512.76
"GIBBS, DAVID",REP,30330,30330,10330
"GIBBS, ROBERT",REP,1055993.89,1842913.95,318205.34
"GIBSON, CHRISTOPHER P",REP,0,3500,0
"GIBSON, JOSEPH",REP,13048,11330.72,10788
"GIBSON, MARK",DEM,19877.79,24793.52,9607
"GIFFORD, RUFUS",DEM,2345004.77,2337932.07,1523823.01
"GIGLIOTTI, LOUIS P",REP,0,0,0
"GILBERT, MELISSA",DEM,0,697.45,0
"GILES, DAVID VICTOR",REP,180704.87,180752.54,7156.17
"GILL, DAVID MICHAEL DR.",DEM,92460.82,92687.93,87685.14
"GILLESPIE, EDWARD W",REP,0,10107,0
"GILLIBRAND, KIRSTEN ELIZABETH",DEM,17940045.06,9891306.99,16290311.45
"GILMER, ROBIN AARON MR",LIB,5720,5720,0
"GILMORE, JAMES S III",REP,51,54,0
"GILMORE, MICHAEL",DEM,37492.85,29135.22,33120.26
"GILPIN, TIM",DEM,402482.15,398492.47,368689.68
"GINGRICH, NEWT",REP,1901.62,43396.66,0
"GIPSON, FRED ALLEN",DEM,46462.36,46714,41713.91
"GITSHAM, DENISE",REP,9657.98,22763.43,99
"GLASGOW, NATHANIEL",REP,0,0,0
"GLASSHEIM, ELIOT",DEM,0,0,0
"GLASSMAN, MARY",DEM,576803.54,558755.45,501203.54
"GLENN, DARRYL",REP,355670.27,340486.32,96672.49
"GLENN, DARRYL",REP,375,258350,0
"GLIDEWELL, POWELL WATKINS ""PETE"" III",DEM,50,2062.78,50
"GLISSON, VICKIE YATES BROWN",REP,750096.46,713682.86,648805.48
"GODFREY, AARON PAUL",DEM,9804.2,9192.67,9303.56
"GOEHRING, BRAD",REP,0,0,0
"GOETTLE, SHANE CHRISTOPHER",REP,0,0,0
"GOHMERT, LOUIS B. MR. JR.",REP,826202.18,787021.73,720237.74
"GOLDBERG, BRIAN DAVID MR",REP,10810,9881.02,6775
"GOLDEN, IAN",DEM,120649.3,119774.59,115525.3
"GOLDEN, JARED",DEM,5776194.81,5683486.05,5073758.46
"GOLDSTEIN, BEVERLY A.",REP,21694,21855.88,21694
"GOLDSTEIN, MICHAEL",NOP,2860,558.04,334.99
"GOMES, TIM",DEM,1215182.3,1215182.3,214747.21
"GOMEZ, GABRIEL",REP,20,29900,0
"GOMEZ, JIMMY",DEM,1552000.9,1487790.7,767027.12
"GONZALEZ COLON, JENNIFFER",PNP,401679.39,123659.73,342254.39
"GONZALEZ, ANTHONY E",REP,1932525.19,1865953.47,1285964.25
"GONZALEZ, JULIO",REP,601425.64,593189.93,371844.73
"GONZALEZ, REY DR.",REP,87995.75,95421.53,37575.75
"GONZALEZ, RICHARD",DEM,47110,42179,14700
"GONZALEZ, VICENTE",DEM,1311616.89,411506.69,609027.3
"GOOCH, LESLI E MCCOLLUM",REP,2.4,1630,0
"GOODE, GREGORY MICHAEL LTC(R) SR",REP,0,136.45,0
"GOODEN, LANCE",REP,1038984.33,884794.07,666613.75
"GOODLATTE, ROBERT W.",REP,499589.72,660446.28,189223
"GOODMAN, ROGER",DEM,0,0,0
"GOODMAN, SHIRA MS.",DEM,303110.16,302711.91,280781.7
"GOODRICH, GRANT G.",DEM,185147.02,242015.04,141779.4
"GOOGE, SUE",REP,0,12019.64,0
"GORDON, BART",DEM,-36441.47,122331.18,0
"GORDON, BRIAN ANTHONY",DEM,3139.72,4467.97,0
"GORELL, JEFF",REP,0,20733,0
"GOSAI, DUSHYANT JETHAGIR DR",DEM,21668.89,15924.01,13086
"GOSAR, PAUL DR.",REP,588764.42,575157.87,362289.22
"GOTTHEIMER, JOSH",DEM,7000275.53,2936325.74,5147323.77
"GOULD, RON",REP,0,0,0
"GOURON, MAX M.D.",DEM,0,0,0
"GOWAN , DAVID MATTHEW SR",REP,0,10559.36,0
"GOWDY, TREY",REP,2134936.38,1859687.05,1789837.26
"GOYLE, RAJ",DEM,900,900,900
"GRABEN, ERIC KNOX",DEM,106171.27,106171.27,96671.27
"GRAHAM, GWEN",DEM,1364.86,1257480.47,0
"GRAHAM, JOHN",NNE,41542.68,36310.06,14500
"GRAHAM, JOHN COLLINS",REP,0,0,0
"GRAHAM, LINDSEY O",REP,3978947.72,1234110.66,3427464.33
"GRAHAM, MALCOLM",DEM,0,0,0
"GRANGER, KAY",REP,2081275.83,2104526.65,1270377.33
"GRANT, ANDREW",REP,566014.2,549841.35,517784.13
"GRANTHAM, TRAVIS W.",REP,0,360,0
"GRASSIE, WILLIAM E",REP,7260,7357.51,6060
"GRASSIE, WILLIAM EUGENE",NPA,7260,7357.51,6060
"GRASSLEY, CHARLES E ",REP,375909.45,477088.29,84434.67
"GRAVES, CHRISTOPHER",DEM,121143,121143,16143
"GRAVES, GARRET",REP,2459681.28,1818217.45,599489.5
"GRAVES, JOHN THOMAS MR. JR.",REP,2084074.97,1019273.24,660088
"GRAVES, SAMUEL B JR 'SAM'",REP,1715578.05,1619177.38,291339.33
"GRAWERT, KEITH JOSEPH",REP,52673.79,79673.79,22450
"GRAY, AIDA ESTRADA",DEM,12074,13423.3,0
"GRAY, BOB",REP,834972.21,834904,319724.75
"GRAY, JAMES P.",DEM,1704918.17,1704918.17,1384512.34
"GRAY, JIM P",DEM,65981,57294,0
"GRAY, PHIL",LIB,5235,5235,5
"GRAYSON, ALAN MARK",DEM,1042636.51,642969.39,867464.57
"GRAYSON, ALAN MARK",DEM,1042636.51,642969.39,867464.57
"GRAYSON, DENA MD, PHD",DEM,25284.62,34060.27,69.39
"GRECHEN SHIRLEY, LIUBOV LIUBA",DEM,1979326.23,1960531.45,1830885.78
"GREEN, ALEXANDER",DEM,576042.32,544539.16,378643.11
"GREEN, ANDRE PHILLIP",DEM,0,0,0
"GREEN, JAMES",REP,9345.64,9355.47,2450
"GREEN, MARK DR.",REP,2461275.21,2445092.89,1265391.11
"GREEN, RAYMOND E. 'GENE'",DEM,504627.1,773783.18,89729.3
"GREEN, RICK",REP,986102.49,975353.48,756235.93
"GREENAWAY, DIEDRA MICHELLE",DEM,4257.48,4257.48,2557.48
"GREENE, JOAN",DEM,201030.73,199163.32,46899.11
"GREENE, ROSALIND FRANCINA",DEM,0,105,0
"GREENE, RYAN",DEM,0,81.57,0
"GREENE, WILLIAM LAWRENCE",REP,0,525,0
"GREENFIELD, THERESA",DEM,404105.82,365861.42,382675.45
"GREENSTEIN, LINDA",DEM,0,243.95,0
"GREER, JOHN BRADLEY MR",REP,44,1790,0
"GREGORY, DUWAYNE",DEM,168557.32,171994.49,148226.16
"GREIMEL, TIM",DEM,1018677.7,1016015.58,829327.83
"GRESSMANN, GERHARD RALF REV",REP,8829.28,1666.28,1625
"GRETTENBERGER, SUSAN",DEM,0,0,0
"GRIEGO, HARRY MR",REP,0,66.15,0
"GRIFFIN, BRADLEY WILLIAM",REP,10750,10739.47,450
"GRIFFIN, CLAYBURN",REP,11684.73,11684.73,3627.25
"GRIFFIN, JAMES LEONARD",DEM,0,0,0
"GRIFFIN, KEVIN D.",DEM,0,1.97,0
"GRIFFIN, KEVIN DAY",DEM,0,1,0
"GRIFFIN, MICHELLE MARIE DR PHD",REP,0,0,0
"GRIFFIN, STEVEN KNIGHT",DEM,12303.07,12001.89,6118.27
"GRIFFITH, GEORGE",REP,917,754.91,917
"GRIFFITH, H MORGAN",REP,1163987.91,1242671.21,522899.5
"GRIGORIAN, CHRISTINA",REP,41556.17,41554.07,23833
"GRIJALVA, RAUL M",DEM,713305.82,733300.37,421707.84
"GRIMES, ALISON  LUNDERGAN",DEM,50831,68880,0
"GRIMES, DEMETRIES A.",DEM,117816.32,117109.32,115316.32
"GRIMM, MICHAEL",REP,478170.43,500577.88,460343.09
"GRISEZ, BRANDON",REP,5220,5019,2460
"GROHMAN, MARTIN JAMES",IND,367494.49,363798.15,149288.2
"GROSS, KENNETH WAYNE MR.",REP,7261,5218,1950
"GROSSMAN, SETH",REP,314048.06,308650.87,276139.2
"GROTHMAN, GLENN S.",REP,2035996.67,1853478.42,1315742.99
"GUEST, MICHAEL PATRICK",REP,985526.2,952203.2,677722.13
"GUILD, THOMAS EUGENE",DEM,93703.93,93703.93,26403.93
"GUILLORY, JOSHUA S",REP,343909.96,342282.75,214009.96
"GUILLORY, RYAN MR.",DEM,120.05,0,120.05
"GUINTA, FRANK",REP,1756.88,15577.55,600
"GUMINA, TONY DR",NNE,1200,229.79,1000
"GUNDERSON, SCOTT ALAN",REP,6490.07,11779.42,5240
"GUNNING, JAMES D",REP,72011.79,72011.79,46995.34
"GUPTA, SUNEEL",DEM,1482709.21,1478978.85,1264967.88
"GURFEIN, DAVID MR.",REP,1851.52,7024.58,0
"GUTHRIE, S. BRETT HON.",REP,1971351.07,1742416.4,351742
"GUTIERREZ, LUIS V",DEM,120230.05,263036.89,3569.36
"GUYETTE, MATTHEW JOHN",DEM,3075,3075,1326
"HAAF, GRACE",DEM,49559,49559,49559
"HAALAND, DEBRA",DEM,2207240.87,2187367.02,1807715.75
"HAAS, WILLIAM C",DEM,26481,5181,99
"HABERMAN, DANIEL",DEM,265790.29,265787.69,165790.29
"HACKETT, MARY PATRICIA",DEM,110102.18,109933.93,108140.18
"HACKETT, PAUL III",DEM,12228,5530,50
"HADER, SHANNON",DEM,886443.94,868909.49,433940.37
"HAGAN, CHRISTINA",REP,465139.94,464810.21,437823.96
"HAGAN, MALLORY",DEM,467514.71,464472.2,409309.26
"HAGEDORN, JAMES",REP,1613540.72,1612674.25,1227902.5
"HAGEN, FOSTER",REP,13685.01,13685.01,0
