cycle,race,state,candidates,endorsements
2020,Senate,Massachusetts,Kevin O’Connor (R),"Statewide politicians
Charlie Baker, 72nd Governor of Massachusetts (2015–present)[162]"
2020,Senate,Michigan,Gary Peters,"Organizations
Clean Water Action[12]
Council for a Livable World[13]
End Citizens United[14]
Feminist Majority PAC[15]
Giffords[16]
Human Rights Campaign[17]
Humane Society of the United States Legislative Fund[18]
League of Conservation Voters[19]\
Michigan Democratic Jewish Caucus [20]
Michigan Education Association[21]
Michigan Realtors[22]
National Organization for Women[23]
Peace Action[24]
Planned Parenthood Action Fund[25]
NARAL Pro-Choice America[26]
Population Connection[27]
Progressive Women's Alliance of West Michigan [28]
Sierra Club[29]
VoteVets[30]
Voter Protection Project[31]"
2020,Senate,Michigan,John James,"Individuals
Ronna McDaniel, Chair of the Republican National Committee[43]"
2020,Senate,Michigan,Gary Peters (D),"U.S. Executive Branch Officials
Barack Obama, 44th President of the United States (2009-2017)
Joe Biden, 47th Vice President of the United States (2009-2017), 2020 Democratic nominee for President of the United States
U.S. Senators
Amy Klobuchar, U.S. Senator from Minnesota[57]
Bernie Sanders U.S. Senator from Vermont[58]
Elizabeth Warren, U.S. Senator from Massachusetts[59]
Organizations
Black Economic Alliance[60]
Center for Biological Diversity[61]
Clean Water Action[12]
Congressional Black Caucus PAC[62]
Council for a Livable World[13]
Democratic Majority for Israel[63]
Detroit Free Press[64]
End Citizens United[14]
Everytown for Gun Safety[65]
Feminist Majority PAC[15]
Fems for Dems[66]
Giffords[16]
Human Rights Campaign[17]
Humane Society of the United States Legislative Fund[18]
Joint Action Committee for Political Affairs[67]
League of Conservation Voters[19]
Michigan Democratic Jewish Caucus[20]
Michigan Education Association[21]
National Association of Social Workers[68]
National Committee for an Effective Congress[69]
National Committee to Preserve Social Security and Medicare[70]
National Education Association[71]
National Organization for Women[23]
Natural Resources Defense Council Action Fund[72]
Peace Action[24]
Planned Parenthood Action Fund[25]
NARAL Pro-Choice America[26]
Population Connection[27]
Progressive Turnout Project[73]
Progressive Women's Alliance of West Michigan[28]
Sierra Club[29]
VoteVets[30]
Voter Protection Project[31]
Labor unions
American Federation of State, County and Municipal Employees Council 25[74]
American Federation of Teachers - Michigan[75]
International Brotherhood of Electrical Workers[76]
International Federation of Professional and Technical Engineers[77]
Michigan AFL–CIO[78]
Michigan Building and Construction Trades Council[76]
Michigan Laborers' District Council[79]
Michigan Regional Council of Carpenters[76]
Michigan Nurses Association[76]
Service Employees International Union Healthcare Michigan[76]
United Auto Workers[80]
Newspapers

Detroit Free Press"
2020,Senate,Michigan,John James (R),"U.S. Executive Branch Officials
Donald Trump, 45th President of the United States[81]
Mike Pence, 48th Vice President of the United States[82]
Nikki Haley, 29th United States Ambassador to the United Nations & 116th Governor of South Carolina[83]
U.S. Representatives
Dan Crenshaw, U.S. Representative from Texas's 2nd congressional district[84]
Newspapers
The Alpena News[85]
The Daily Mining Gazette[85]
Daily Press[85]
The Detroit News[86]
Washington Examiner[87]
Individuals
Kirstie Alley, actress[88]
Ronna McDaniel, Republican National Committee chair[43]
Donald Trump Jr., son of United States President Donald Trump[89]
Organizations
American Conservative Union[90]
Family Research Council Action[91]
FreedomWorks[90]
Huck PAC[92]
Michigan Chamber of Commerce[93]
Michigan Farm Bureau[94]
National Federation of Independent Business[92]
National Rifle Association[92]
National Right to Life Committee[92]
Senate Conservatives Fund[90]
Susan B. Anthony List[92]
United States Chamber of Commerce[92]"
2020,Senate,Minnesota,Tina Smith,"U.S. Senators
Amy Klobuchar, U.S. Senator from Minnesota; former 2020 presidential candidate[9]
Organizations
Brady Campaign[10]
Council for a Livable World[11]
EMILY's List[12]
End Citizens United[13]
Everytown for Gun Safety[14]
Feminist Majority PAC[15]
Giffords[16]
Human Rights Campaign[17]
J Street PAC[18]
Joint Action Committee for Political Affairs[19]
League of Conservation Voters[20]
NARAL Pro-Choice America[21]
National Committee to Preserve Social Security and Medicare[22]
National Organization for Women[23]
Planned Parenthood Action Fund[24]
Population Connection[25]
Stonewall DFL[26]
Women's Political Committee[27]
Women Winning[28]
Labor unions
Education Minnesota[29]
Minnesota State AFL–CIO[30]"
2020,Senate,Minnesota,Jason Lewis,"U.S. President
Donald Trump, 45th President of the United States[45]
Political Organizations
Republican Party of Minnesota[46]"
2020,Senate,Minnesota,Tina Smith (D),"U.S. Senators
Kirsten Gillibrand, U.S. Senator from New York; former 2020 presidential candidate[61]
Amy Klobuchar, U.S. Senator from Minnesota; former 2020 presidential candidate[9]
Elizabeth Warren, U.S. Senator from Massachusetts; former 2020 presidential candidate[62]
Organizations
Brady Campaign[10]
Council for a Livable World[11]
EMILY's List[12]
End Citizens United[13]
Everytown for Gun Safety[14]
Feminist Majority PAC[15]
Giffords[16]
Human Rights Campaign[17]
J Street PAC[18]
Joint Action Committee for Political Affairs[19]
League of Conservation Voters[20]
NARAL Pro-Choice America[21]
National Committee to Preserve Social Security and Medicare[22]
National Organization for Women[23]
Natural Resources Defense Council Action Fund[63]
Planned Parenthood Action Fund[24]
Population Connection[25]
Rachel's Action Network[64]
Stonewall DFL[26]
Women's Political Committee[27]
Women Winning[28]
Labor unions
American Federation of State, County and Municipal Employees Council 5[65]
Education Minnesota[29]
Minnesota State AFL–CIO[30]
National Education Association[66]
Service Employees International Union Minnesota State Council[67]
United Auto Workers[68]
Newspapers
Minneapolis Star Tribune[69]"
2020,Senate,Minnesota,Jason Lewis (R),"U.S. Executive Branch officials
Donald Trump, 45th President of the United States[45]
Mike Pence, 48th Vice President of the United States[70]
U.S. Representatives
Jim Hagedorn, Congressman for Minnesota's 1st Congressional District[71]
Other Individuals
Mike Lindell CEO of My Pillow Inc. and campaign chair for Trump's reelection campaign in Minnesota[72]
Organizations
Republican Party of Minnesota[46]
Minnesota Fraternal Order of Police[73]
Minnesota Police and Peace Officers Association[74]
National Federation of Independent Business[75]
United States Chamber of Commerce[76]
Newspapers
Alexandria Echo Press[77]
Bemidji Pioneer[78]
Brainerd Dispatch[79]
Detroit Lakes Tribune[80]
Duluth News Tribune[81]
Park Rapids Enterprise[82]
Red Wing Republican Eagle[83]
Rochester Post-Bulletin[84]
Wadena Pioneer Journal[85]
West Central Tribune[86]
Worthington Daily Globe[85]"
2020,Senate,Mississippi,Cindy Hyde-Smith,"Organizations
Maggie's List[6]"
2020,Senate,Mississippi,Mike Espy,"Organizations
DSCC[13]
Flip the Senate[14]
Human Rights Campaign[15]"
2020,Senate,Mississippi,Cindy Hyde-Smith (R),"Executive Branch Officials
Donald Trump, 45th President of the United States since 2017[27]
Organizations
Campaign for Working Families[28]
Huck PAC[29]
Maggie's List[6]
NRA Victory Fund[30]
Susan B. Anthony List[31]
United States Chamber of Commerce[32]"
2020,Senate,Mississippi,Mike Espy (D),"Executive Branch Officials
Barack Obama, 44th President of the United States (2009–2017), U.S. Senator from Illinois (2005–2008)[33]
Joe Biden, 47th Vice President of the United States (2009–2017), U.S. Senator from Delaware (1973–2009)[34]
U.S. Senators
Elizabeth Warren, Senator from Massachusetts since 2013[35]
U.S. Representatives
Bennie Thompson, Representative from MS-2 since 1993[36]
State Officials
Stacey Abrams, Former Minority Leader of the Georgia House of Representatives[37]
Notable Individuals
Andrew Yang, former 2020 Democratic presidential primary candidate[38]
Organizations
Center for Biological Diversity[39]
DSCC[40]
Feminist Majority PAC[41]
Congressional Black Caucus PAC[42]
Human Rights Campaign[43]
Unions
Mississippi AFL-CIO[44]
National Education Association[45]"
2020,Senate,Montana,Steve Daines,"Businessmen
Donald Trump Jr., son of President Donald Trump[9]"
2020,Senate,Montana,Steve Bullock,"Federal officials
Kamala Harris, U.S. Senator from California (2017-2021), 2020 Democratic vice presidential nominee[24]"
2020,Senate,Montana,Steve Daines (R),"U.S. Executive Branch Officials
Donald Trump, 45th President of the United States (2017-2021)[45]
Nikki Haley, U.S. Ambassador to the United Nations (2017–2018), 116th Governor of South Carolina (2011–2017)[46]
U.S. Senators
Mitch McConnell, U.S. Senator from Kentucky (1985-present) and Senate Majority Leader (2015-2021)[47]
Lindsey Graham, U.S. Senator from South Carolina (2003-present)[48]
Marco Rubio, U.S. Senator from Florida (2011-present)[49]
Ted Cruz, U.S. Senator from Texas (2013-present)[50]
Individuals
Donald Trump Jr., son of President Donald Trump[9]
Organizations
Campaign for Working Families[51]
Club for Growth[52]
Crow Tribe of Montana[53]
FreedomWorks[51]
National Association of Home Builders[52]
National Rifle Association[54]
National Right to Life Committee[52]
Senate Conservatives Fund[55]
Susan B. Anthony List[52]
Tea Party Express[52]"
2020,Senate,Montana,Steve Bullock (D),"Federal officials
Kamala Harris, U.S. Senator from California (2017-2021), 2020 Democratic vice presidential nominee[24]
Amy Klobuchar, U.S. Senator from Minnesota (2007–present), candidate for 2020 Democratic presidential nomination[56]
Jon Tester, U.S. Senator from Montana (2007-present), President of the Montana Senate (2005-2007)[57]
Newspapers
Billings Gazette[58]
Missoulian[59]
The Montana Standard[60]
Organizations
Center for Biological Diversity[61]
End Citizens United[62]
Human Rights Campaign[63]
Joint Action Committee for Political Affairs[64]
League of Conservation Voters[65]
The Lincoln Project[66]
Montana State Council of Professional Fire Fighters[67]
NARAL Pro-Choice America[68]
National Organization for Women[69]
Natural Resources Defense Council Action Fund[70]
Planned Parenthood[71]
Unions
Communications Workers of America[72]
Montana AFL-CIO[73]
Montana Federation of Public Employees[74]
National Education Association[75]
United Auto Workers[76]"
2020,Senate,Nebraska,Ben Sasse,"Organizations
Club for Growth[8]"
2020,Senate,New Hampshire,Jeanne Shaheen,"Federal officials
Kirsten Gillibrand, U.S. Senator (NY); former 2020 presidential candidate[3]
Amy Klobuchar, U.S. Senator (MN); former 2020 presidential candidate[4]
Elizabeth Warren, U.S. Senator (MA); former 2020 presidential candidate[5]
Local officials
Manchester Mayor Joyce Craig [6]
Nashua Mayor Jim Donchess [6]
Concord Mayor Jim Bouley [6]
Laconia Mayor Andrew Hosmer [6]
Organizations
Brady Campaign[7]
Council for a Livable World[8]
EMILY's List[9]
End Citizens United[10]
Feminist Majority PAC[11]
Humane Society of the United States Legislative Fund[12]
J Street PAC[13]
Joint Action Committee for Political Affairs[14]
League of Conservation Voters[15]
National Committee to Preserve Social Security and Medicare[16]
National Organization for Women[17]
Natural Resources Defense Council Action Fund[18]
Planned Parenthood Action Fund[19]
Population Connection[20]
Sierra Club[21]
Women's Political Committee[22]"
2020,Senate,New Hampshire,Don Bolduc,"Federal officials
Tom Cotton, U.S. Senator from Arkansas and former U.S. Representative (AR-04) (2013–2015)[38]
Bob Smith, former U.S. Senator from New Hampshire (1990–2003) and U.S. Representative (NH-01) (1985–1990)[39]
Michael Waltz, U.S. Representative (FL-06)[40]
Thomas E. White, former U.S. Secretary of the Army (2001–2004)[40]
State officials
Kevin Avard, former state senator (2014–2018) and state representative (2010–2012)[40]
Jim Coburn, former state representative (2004–2006) and Republican nominee in the 2006 New Hampshire gubernatorial election[40]
Susan DeLemus, former state representative (2010–2012, 2014–2016)[40]
Shaun Doherty, former state representative (2008–2012)[40]
William Fowler, state representative[40]
Bob Giuda, state senator and former state representative (2001–2007) and state House deputy majority leader (2003–2004)[40]
Gary Hopper, state representative[40]
Joseph Kenney, former executive councilor (2014–2019) and state senator (2003–2009)[41]
Gary Lambert, former state senator (2010–2012)[40]
Tim Merlino, state representative[40]
Michael Moffett, former state representative (2016–2018)[40]
Reed Panasiti, state representative[40]
Terry Roy, state representative[40]
Doug Scamman, former state representative (2004–2010) and state House speaker[40]
David Testerman, state representative[40]
Joshua Whitehouse, former state representative (2014–2016)[40]
Raymond Wieczorek, former executive councilor (2002–2012) and mayor of Manchester (1990–2000)[40]
Organizations
SEAL PAC[40]
Senate Conservatives Fund[42]
Individuals
Jeb Bush, 2016 Republican presidential candidate and former Governor of Florida (1999–2007)[43]
Jack Kimball, former New Hampshire Republican Party chair (2011)[44]"
2020,Senate,New Hampshire,Corky Messner,"Federal officials
Rand Paul, U.S. Senator from Kentucky[45]
Donald Trump, 45th President of the United States[46]
State officials
Dennis Acton, state representative[47]
Joe Alexander, state representative[44]
Alan Bershtein, state representative[47]
Regina Birdsell, state senator and former state representative (2010–2014)[48]
Tom Dolan, state representative[44]
Fred Doucette, state representative[49]
Jess Edwards, state representative[50]
Aboul Khan, state representative[47]
Tony Lekas, state representative[44]
Norman Major, state representative[47]
Charles McMahon, state representative[44]
Chuck Morse, state senator, state Senate minority leader, and former state Senate president (2013–2018) and acting Governor (2017)[51]
Bill O'Brien, Republican candidate in the 2020 U.S. Senate election in New Hampshire and former state representative (2004–2006, 2008–2016) and state House speaker (2010–2012)[52]
Mark Pearson, state representative[44]
Stephen Pearson, state representative[44]
Kim Rice, state representative[53]
Steve Schmidt, former state representative (2010–2018)[53]
Thomas Walsh, state representative[53]
Kenneth Weyler, state representative[53]
Michael Yakubovich, state representative[47]
Organizations
National Association for Gun Rights[54]
Tea Party Express[55]
Individuals
John Campbell, former U.S. Army Vice Chief of Staff (2013–2014)[50]"
2020,Senate,New Hampshire,Jeanne Shaheen (D),"Federal officials
Kirsten Gillibrand, U.S. Senator (NY); former 2020 presidential candidate[3]
Amy Klobuchar, U.S. Senator (MN); former 2020 presidential candidate[4]
Elizabeth Warren, U.S. Senator (MA); former 2020 presidential candidate[5]
Local officials
Manchester Mayor Joyce Craig [6]
Nashua Mayor Jim Donchess [6]
Concord Mayor Jim Bouley [6]
Laconia Mayor Andrew Hosmer [6]
Unions
International Federation of Professional and Technical Engineers[67]
National Education Association[68]
State Employees Association of New Hampshire[69]
Organizations
Brady Campaign[7]
Council for a Livable World[8]
EMILY's List[9]
End Citizens United[10]
Everytown for Gun Safety[70]
Feminist Majority PAC[11]
Humane Society of the United States Legislative Fund[12]
J Street PAC[13]
Joint Action Committee for Political Affairs[14]
League of Conservation Voters[15]
National Committee to Preserve Social Security and Medicare[16]
National Organization for Women[17]
Natural Resources Defense Council Action Fund[18]
Planned Parenthood Action Fund[19]
Population Connection[20]
Sierra Club[21]
Women's Political Committee[22]"
2020,Senate,New Hampshire,Corky Messner (R),"Federal officials
Rand Paul, U.S. Senator from Kentucky[45]
Donald Trump, 45th President of the United States[46]
State officials
Dennis Acton, state representative[47]
Joe Alexander, state representative[44]
Alan Bershtein, state representative[47]
Regina Birdsell, state senator and former state representative (2010–2014)[48]
Tom Dolan, state representative[44]
Fred Doucette, state representative[49]
Jess Edwards, state representative[50]
Aboul Khan, state representative[47]
Tony Lekas, state representative[44]
Norman Major, state representative[47]
Charles McMahon, state representative[44]
Chuck Morse, state senator, state Senate minority leader, and former state Senate president (2013–2018) and acting Governor (2017)[51]
Bill O'Brien, Republican candidate in the 2020 U.S. Senate election in New Hampshire and former state representative (2004–2006, 2008–2016) and state House speaker (2010–2012)[52]
Mark Pearson, state representative[44]
Stephen Pearson, state representative[44]
Kim Rice, state representative[53]
Steve Schmidt, former state representative (2010–2018)[53]
Thomas Walsh, state representative[53]
Kenneth Weyler, state representative[53]
Michael Yakubovich, state representative[47]
Organizations
National Association for Gun Rights[54]
Tea Party Express[55]
Individuals
John Campbell, former U.S. Army Vice Chief of Staff (2013–2014)[50]"
2020,Senate,New Jersey,Cory Booker,"State officials
Nicholas Chiaravalloti, Assemblyman, District 31[10]
Annette Chaparro, Assemblywoman, District 33[10]
Sandra Bolden Cunningham, State Senator, District 31[10]
Angelica M. Jimenez, Assemblywoman, District 32[10]
Angela McKnight, Assemblywoman, District 31[10]
Pedro Mejia, Assemblyman, District 32
Raj Mukherji, Assemblyman, District 33[10]
Nicholas Sacco, State Senator, District 32, Mayor of North Bergen, Former Assistant Superintendent of North Bergen School District[10]
Brian P. Stack, State Senator, District 33, Mayor of Union City[10]
Local officials
Ravi Bhalla, Mayor of Hoboken[10]
Diane Coleman, Hudson County Register[10]
Jimmy Davis, Mayor of Bayonne[10]
Amy DeGise, Hudson County Democratic Organization Chairwoman[10]
Tom DeGise, Hudson County Executive[10]
James Fife, Mayor of Harrison[10]
Steve Fulop, Mayor of Jersey City[10]
Dina Grilo, Mayor of East Newark[10]
Mike Gonnelli, Mayor of Secaucus[10]
E. Junior Maldonado, Hudson County Clerk[10]
Gabrien Rodriguez, Mayor of West New York[10]
Al Santos, Mayor of Kearny[10]
Frank X. Schillari, Hudson County Sheriff[10]
Richard Turner, Mayor of Weehawken[10]
Wayne Zitt, Mayor of Guttenberg[10]
Organizations
Brady Campaign[11]
Coalition to Stop Gun Violence[12]
End Citizens United[13]
Giffords[14]
Hudson County Democratic Organization, Hudson County's chapter of the New Jersey Democratic State Committee[10]
Humane Society of the United States Legislative Fund[15]
League of Conservation Voters[16]
NARAL Pro-Choice America[17]
National Organization for Women[18]
Natural Resources Defense Council Action Fund[19]
Planned Parenthood[20]
Sierra Club[21]"
2020,Senate,New Jersey,"Lawrence ""Larry"" Hamm","Individuals
Cornel West, philosopher, political activist, and social critic[22]
Organizations
Hudson County Democratic Socialists of America[23]
Progressive Democrats of America[24]"
2020,Senate,New Jersey,Rik Mehta,"Former state officials
Chris Christie, Governor of New Jersey (2010–2018)[39]
County Republican Party organizations
Bergen County[39]
Burlington County[39]
Essex County[39]
Hudson County[39]
Hunterdon County[40]
Gloucester County[39]
Mercer County[39]
Middlesex County[39]
Monmouth County[39]
Morris County[39]
Passaic County[39]
Salem County[39]
Somerset County[39]
Sussex County[39]
Union County[41]
Warren County[39]"
2020,Senate,New Jersey,Hirsh Singh,"County Republican Party organizations
Atlantic County[42]
Cumberland County
Cape May County[43]
Ocean County[43]"
2020,Senate,New Jersey,Madelyn R. Hoffman,"Elected Officials
Corey Teague, member of the Paterson Board of Education[45]
Individuals
Chris Hedges, Journalist[45]
Jill Stein, physician, activist, and 2012 and 2016 Green Party Presidential Nominee[45]
Ajamu Baraka, peace activist, 2016 Green Party Vice Presidential Nominee[45]
Howie Hawkins, activist, 2020 Green Party Presidential Nominee[45]
Peter Jacob, social worker, Democratic candidate for Congress in New Jersey's 7th congressional district, 2016 and 2018[45]
Seth Kaper-Dale, pastor, activist, 2017 Green Party Gubernatorial Candidate in New Jersey[45]
Cindy Sheehan, peace activist[45]
Stef Zamorano, co-producer, the Jimmy Dore show[45]
Margaret Flowers, peace activist, former co-chair of the Green Party[45]
Kason Little, social justice activist; Democratic Primary Candidate, Elizabeth City Council At-Large[45]
Lisa Savage, teacher, activist, Independent Candidate for US Senate, Maine[45]
Herb Tarbous, Democratic Primary Candidate for Middlesex County Clerk[45]
Aissa Heath, Democratic Primary Candidate for Union County Freeholder[45]
David Schraeger, Peace Activist[45]
Kevin Hernández, Democratic Primary Candidate for Hudson County Freeholder District 6[45]
Anthony Díaz, co-founder of the Newark Water Coalition; Democratic Primary Candidate for Essex County Freeholder[45]
Josh Shapiro, hub coordinator, Sunrise Montclair[45]
Margaret Kimberley, activist, author, New York Green Party Member[45]
Bob Witanek, peace activist[45]
Radio
89.1 FM WHAR - Free Radio for the Free Thinker[45]
Organizations
Black Alliance for Peace[45]
Green Party US Latinx Caucus[45]
Green Party of Monmouth County[45]
Green Party of Ocean County[45]
Young Ecosocialists Caucus - NJ[45]
Cats of Eastwick[45]"
2020,Senate,New Jersey,Cory Booker (D),"Senators
Elizabeth Warren, U.S. Senator (MA)[56]
State officials
Nicholas Chiaravalloti, Assemblyman, District 31[10]
Annette Chaparro, Assemblywoman, District 33[10]
Sandra Bolden Cunningham, State Senator, District 31[10]
Angelica M. Jimenez, Assemblywoman, District 32[10]
Angela McKnight, Assemblywoman, District 31[10]
Pedro Mejia, Assemblyman, District 32
Raj Mukherji, Assemblyman, District 33[10]
Nicholas Sacco, State Senator, District 32, Mayor of North Bergen, Former Assistant Superintendent of North Bergen School District[10]
Brian P. Stack, State Senator, District 33, Mayor of Union City[10]
Local officials
Ravi Bhalla, Mayor of Hoboken[10]
Diane Coleman, Hudson County Register[10]
Jimmy Davis, Mayor of Bayonne[10]
Amy DeGise, Hudson County Democratic Organization Chairwoman[10]
Tom DeGise, Hudson County Executive[10]
James Fife, Mayor of Harrison[10]
Steve Fulop, Mayor of Jersey City[10]
Dina Grilo, Mayor of East Newark[10]
Mike Gonnelli, Mayor of Secaucus[10]
E. Junior Maldonado, Hudson County Clerk[10]
Gabrien Rodriguez, Mayor of West New York[10]
Al Santos, Mayor of Kearny[10]
Frank X. Schillari, Hudson County Sheriff[10]
Richard Turner, Mayor of Weehawken[10]
Wayne Zitt, Mayor of Guttenberg[10]
Organizations
Brady Campaign[11]
Center for Biological Diversity[57]
Coalition to Stop Gun Violence[12]
End Citizens United[13]
Everytown for Gun Safety[58]
Giffords[14]
Hudson County Democratic Organization, Hudson County's chapter of the New Jersey Democratic State Committee[10]
Humane Society of the United States Legislative Fund[15]
League of Conservation Voters[16]
NARAL Pro-Choice America[17]
National Organization for Women[18]
Natural Resources Defense Council Action Fund[19]
Planned Parenthood[20]
Sierra Club[21]
Working Families Party[59]
Unions
Health Professionals and Allied Employees[60]
National Education Association[61]"
2020,Senate,New Jersey,Rik Mehta (R),"State officials
Chris Christie, Governor of New Jersey (2010–2018)[62]
Anthony M. Bucco, state senator (2019–present)[63]"
2020,Senate,New Jersey,Madelyn R. Hoffman (G),"Elected Officials
Corey Teague, member of the Paterson Board of Education[45]
Individuals
Chris Hedges, journalist[45]
Jill Stein, physician, activist, and 2012 and 2016 Green Party Presidential Nominee[45]
Ajamu Baraka, peace activist, 2016 Green Party Vice Presidential Nominee[45]
Howie Hawkins, activist, 2020 Green Party Presidential Nominee[45]
Peter Jacob, social worker, Democratic candidate for Congress in New Jersey's 7th congressional district, 2016 and 2018[45]
Seth Kaper-Dale, pastor, activist, 2017 Green Party Gubernatorial Candidate in New Jersey[45]
Cindy Sheehan, peace activist[45]
Stef Zamorano, co-producer, the Jimmy Dore show[45]
Margaret Flowers, peace activist, former co-chair of the Green Party[45]
Kason Little, social justice activist; Democratic Primary Candidate, Elizabeth City Council At-Large[45]
Lisa Savage, teacher, activist, Independent Candidate for US Senate, Maine[45]
Herb Tarbous, Democratic Primary Candidate for Middlesex County Clerk[45]
Aissa Heath, Democratic Primary Candidate for Union County Freeholder[45]
David Schraeger, Peace Activist[45]
Kevin Hernández, Democratic Primary Candidate for Hudson County Freeholder District 6[45]
Anthony Díaz, co-founder of the Newark Water Coalition; Democratic Primary Candidate for Essex County Freeholder[45]
Josh Shapiro, hub coordinator, Sunrise Montclair[45]
Margaret Kimberley, activist, author, New York Green Party Member[45]
Bob Witanek, peace activist[45]
Radio
89.1 FM WHAR - Free Radio for the Free Thinker[45]
Organizations
Black Alliance for Peace[45]
Green Party US Latinx Caucus[45]
Green Party of Monmouth County[45]
Green Party of Ocean County[45]
Young Ecosocialists Caucus - NJ[45]
Hummus JC[45]
Cats of Eastwick[45]"
2020,Senate,New Mexico,Ben Ray Luján,"Federal officials
Tom Udall, U.S Senator (NM)[22]
Martin Heinrich, U.S Senator (NM)[22]
Amy Klobuchar, U.S. Senator (MN)[24]
Nancy Pelosi, Speaker of the United States House of Representatives (CA-12)[12][25]
Deb Haaland, U.S. Representative (NM)[12]
Statewide and local politicians
Diane Denish, former Lieutenant Governor of New Mexico[26]
Patricia Madrid, former Attorney General of New Mexico[26]
Michelle Lujan Grisham, Governor of New Mexico[15][16]
Labor unions
American Federation of State, County and Municipal Employees[27]
New Mexico Professional Fire Fighters Association[28]
Organizations
Animal Protection Voters[29]
Brady Campaign[30]
Council for a Livable World[31]
Democratic Senatorial Campaign Committee[32]
DUH! Demand Universal Healthcare[33]
End Citizens United[34]
Giffords[35]
Human Rights Campaign[36]
Humane Society of the United States Legislative Fund[37]
J Street PAC[38]
League of Conservation Voters[39]
NARAL Pro-Choice America[40]
National Organization for Women[41]
Planned Parenthood Action Fund[42]
Sierra Club[43]"
2020,Senate,New Mexico,Ben Ray Luján (D),"U.S. Presidents
Barack Obama, 44th President of the United States (2009-2017), U.S. Senator from Illinois (2005-2008)[70]
Federal officials
Tom Udall, U.S Senator (NM)[22]
Kamala Harris, U.S. Senator (CA); current vice president[71]
Martin Heinrich, U.S Senator (NM)[22]
Amy Klobuchar, U.S. Senator (MN)[72]
Nancy Pelosi, Speaker of the United States House of Representatives (CA)[12][25]
Deb Haaland, U.S. Representative (NM)[12]
Statewide and local politicians
Diane Denish, former Lieutenant Governor of New Mexico[26]
Patricia Madrid, former Attorney General of New Mexico[26]
Michelle Lujan Grisham, Governor of New Mexico[15][16]
Labor unions
American Federation of State, County and Municipal Employees[27]
New Mexico Federation of Labor (AFL-CIO)[73]
New Mexico Professional Fire Fighters Association[28]
United Auto Workers[74]
Organizations
American Nurses Association[75]
Brady Campaign[30]
Center for Biological Diversity[76]
Congressional Black Caucus[77]
Council for a Livable World[31]
Democratic Senatorial Campaign Committee[32]
DUH! Demand Universal Healthcare[78]
End Citizens United[34]
Everytown for Gun Safety[79]
Giffords[35]
Human Rights Campaign[36]
Humane Society of the United States Legislative Fund[80]
Indivisible[81]
J Street PAC[38]
Joint Action Committee for Political Affairs[82]
Latino Victory Project[83]
League of Conservation Voters[39]
NARAL Pro-Choice America[40]
National Association of Social Workers[84]
National Education Association[85]
National Organization for Women[86]
Natural Resources Defense Council Action Fund[87]
Planned Parenthood Action Fund[88]
Population Connection[89]
Progressive Turnout Project[90]
Sierra Club[43]"
2020,Senate,New Mexico,Mark Ronchetti (R),"Individuals
Gavin Clarkson, former professor at New Mexico State University and nominee for New Mexico Secretary of State in 2018; former candidate[91]
Elisa Martinez, member of the Navajo Nation and executive director of the New Mexico Alliance for Life; former candidate[91]
Rick Scott, U.S. Senator (R-FL) and 45th Governor Of Florida (2011-2019)[92]
Publications
Albuquerque Journal[93]"
2020,Senate,North Carolina,Thom Tillis,"U.S. Presidents
George W. Bush, 43rd President of the United States[15]
U.S. Executive Branch Officials
John Bolton, former United States National Security Advisor[16]
Organizations
Susan B. Anthony List[17]"
2020,Senate,North Carolina,Cal Cunningham,"Federal officials
Sherrod Brown, U.S Senator (OH)[34]
Bob Casey Jr., U.S. Senator (PA)[35]
Kay Hagan, former U.S. senator (NC) (2009-2015)[36] (deceased)
Tim Kaine, U.S Senator (VA)[37]
Amy Klobuchar, U.S. Senator (MN)[38]
State officials
Howard Nathaniel Lee, former North Carolina State Senator and former Mayor of Chapel Hill[36]
Local officials
Harvey Gantt, former Mayor of Charlotte and Democratic nominee in 1990 and 1996 U.S. Senate elections[39]
Organizations
Brady Campaign[40]
Council for a Livable World[41]
Democratic Senatorial Campaign Committee[42]
J Street PAC[43]
National Committee to Preserve Social Security and Medicare[44]
Replacements, Ltd. PAC[45]
Newspapers
The Charlotte Observer/Raleigh News & Observer[46]
The Charlotte Post[47]
Indy Week (also endorsed Erica Smith)[48]
Individuals
Alex Hirsch, writer, artist, and animator[49]"
2020,Senate,North Carolina,Erica D. Smith,"Federal officials
Eva M. Clayton, Former U.S. Representative from North Carolina's 1st district and Assistant Director-General of the Food and Agriculture Organization of the United Nations[50]
State officials
Linda Coleman, former North Carolina State Representative, 2012 and 2016 Lieutenant Governor Democratic nominee, and 2018 Democratic nominee to North Carolina's 2nd congressional district[50]
Mickey Michaux, North Carolina State Senator[50]
Newspapers
Indy Week (also endorsed Cal Cunningham)[48]
Organizations
Equality NC[51]"
2020,Senate,North Carolina,Thom Tillis (R),"U.S. Presidents
Donald Trump, 45th President of the United States
George W. Bush, 43rd President of the United States[15]
U.S. Executive Branch Officials
Nikki Haley, former Ambassador to the United Nations and former Governor of South Carolina[81]
John Bolton, former United States National Security Advisor[16]
Organizations
Susan B. Anthony List[17]
Campaign for Working Families[82]
Huck PAC[83]
National Rifle Association[82]
Republican Jewish Coalition[84]
National Right to Life[85]"
